酒店评论ID,城市,酒店名称,评论日期,评论内容,入住日期,入住房型,实体编码
1782,茂名,麗枫酒店(茂名电白万达广场店),2021-01-24,非常不错的,2021-01-24,豪华大床房,OOOOO
1783,茂名,茂名熹龙国际大酒店,2021-01-25,服务极好，可以预定接送站。 会提前通知等待的地方，一出站就帮我提行李箱，然后下车又有人给我接着提着，一直送到客房服务真的很到位 送站也是一样，还会问我们渴不渴，给我们水和湿巾。 早餐自助餐菜式很丰富，吃得饱饱哒 刚住进去就送了一份水果，第二天又送了一份， 我朋友结婚订的房间要熨斗烫衣服，直接送了两个不同样式的上来 最重要是便宜划算，比上次住5星际酒店还好,2021-01-25,高级商务双床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1784,茂名,茂名君怡酒店,2021-01-26,早餐的品种多，味道也很好，前台的小姐姐个个都很漂亮很热情，服务员也很有礼貌，感觉在这里住，很有家的感觉，下次还会再来。,2021-01-26,豪华大床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1785,茂名,茂名熹龙国际大酒店,2021-01-27,很好的酒店，我们提前到了办理入住，房间没有准备好，送了下午茶让我们等候，房间设施不错，早餐也不错，有免费停车场。,2021-01-27,商务房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1786,茂名,茂名市便捷酒店(高铁火车站店),2021-01-28,酒店位置不错，就在高铁站附近，最主要是价格便宜经济床很大很舒服，房间很干净阿姨每天都会及时打扫，晚上也很安静，前台服务态度也很好，值得推荐给大家。,2021-01-28,标准大床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1787,茂名,茂名君怡酒店,2021-01-29,路过电白区住一晚，交通便利的酒店，还有一个地下停车场，很好。 海景房真能远远看见海浪，不错。 周围吃饭选择多，鸭子粥好吃，有意思,2021-01-29,海景双床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1788,茂名,麗枫酒店(茂名电白万达广场店),2021-01-30,经常入住这家酒店 一如既往的好,2021-01-30,豪华大床房,OOOOOOOOOOOOOOO
1789,茂名,茂名星城湾国际酒店,2021-01-31,镇子上有这么好的酒店，真是没想到。入住体验可以用“惊喜”来形容。新酒店，免费升级了豪华双人间，非常感谢。设施特别好，洗澡的花洒很大，电吹风超级给力。前天非常热情，面带微笑，温暖如春。全五分。下面有一个大超市，买东西很方便。,2021-01-31,雅致双床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1790,茂名,城市便捷酒店(茂名学府店),2021-02-01,环境好服务好交通方便,2021-02-01,商务双人房,OOOOOOOOOO
1791,茂名,茂名永利之家,2021-02-02,位置挺方便的,2021-02-02,标准大床房(无窗),OOOOOO
1792,茂名,茂名万达广场雅斯特国际酒店,2021-02-03,车位好多，服务不错,2021-02-03,豪华大床房,OOOOOOOOO
1793,茂名,城市便捷酒店(茂名滨海新区电城店),2021-02-04,酒店附近还是比较热闹的很方便，就是晚上附近闹市稍微吵一点,2021-02-04,商务大床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOO
1794,茂名,轻住悦享酒店(茂名高铁南站店),2021-02-05,非常喜欢这个酒店下次过来房间很大早餐好吃,2021-02-05,悦享双床房,OOOOOOOOOOOOOOOOOOOO
1795,茂名,茂名栈泉酒店,2021-02-06,早餐丰富，有停车场。,2021-02-06,标准大床房,OOOOOOOOOO
1796,茂名,化州桐趣电影游戏主题酒店,2021-02-07,酒店装修很不错，设备设施新，一楼有很宽敞的休闲区，住得舒适，推荐。,2021-02-07,影视豪华大床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1797,茂名,茂名观海楼假日酒店,2021-02-08,有早餐的餐厅，但我们没去吃，我们来到是闲时。离海边很近，这个位置很好，一家四口都舒服。晚上十点也可在海边吹吹风，很好。酒店提供了免费停车场，外出记得去前台要个二维码停车票。很适合带小朋友入住！安全好玩。,2021-02-08,豪华舒适双床间,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1798,茂名,茂名星城湾国际酒店,2021-02-09,酒店住的舒服，装修风格时尚，房间够大，温馨，交通方便,2021-02-09,雅致大床房,OOOOOOOOOOOOOOOOOOOOOOOOOO
1799,茂名,茂名熹龙国际大酒店,2021-02-10,十分满意的一次体验，进门小哥一路帮忙拉行李到房间，看到指甲太长又送了指甲套装，房间又免费送了水果、饮料。第二天早餐种类也十分丰富，停车位也比较方便，满分！,2021-02-10,商务房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOBIOOOOOOOOOOOOOOOOOOOOOOOOOO
1800,茂名,IU酒店(茂名人民南路油城大厦店),2021-02-11,性价比高，房间大小合适，前台短发靓女服务态度很好。,2021-02-11,小U舒适大床房,OOOOOOOOOOOOOOOOOOOOOOOOO
1801,茂名,凯里亚德酒店(茂名高铁站店),2021-02-12,不错，服务态度好，因为有老人，服务员把房间调整了一下，十分感谢，下次有机会再到茂名还是会选择这个酒店,2021-02-12,轻享双床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1802,茂名,茂名君怡酒店,2021-02-13,我们前后一共住了4晚，分别体验了在12楼的海景双床房与10楼的海景家庭房，酒店位置非常好，在水东镇的中心地带，去第一滩7、8公里，到红树林步行不到1公里，去海边栈道1公里，二楼就是喝茶的地方，对面就有特色的牛腩粉和捞河粉吃，楼下就是超市。前台服务热情亲切，房间是现代的轻奢装修风格，两种房型房间都非常大，早上能够看到日出，还可以看到远处的海与红树林，海景双床房间有两张1.5米的双床，海景家庭房空间更大，一张1.5米，一张2米大床，非常舒适，适合带孩子的家庭入住。房间内桌椅配套齐全，厕所空间设计合理，使用方便，洗澡水够大，只是海景双床房间少了衣柜，对于住几天的客人有点不方便。12楼清洁阿姨热情主动和客人打招呼，前台小姐姐主动询问客人入住感受体现了人文的关怀。总体感觉比同类型的酒店性价比更高，极力推荐入住，建议厕所门后多安装一些挂勾，沐浴房内加多一条短短的凉衣的不锈钢，方便需要洗衣服滴干水。,2021-02-13,海景家庭房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOBIIOOOOOOOBIIOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOBIIOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1803,茂名,IU酒店(茂名人民南路油城大厦店),2021-02-14,房间很漂亮，喜欢那沙发的颜色，性价比高，过年没涨价，前台湖南靓女服务态度很好。,2021-02-14,小U舒适大床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1804,茂名,茂名海豚酒店,2021-02-15,交通方便，环境好、房间干净,2021-02-15,标准双人房,OOOOOOOOOOOOO
1805,茂名,轻住悦享酒店(茂名高铁南站店),2021-02-16,非常好早餐好前台服务好,2021-02-16,悦享双床房,OOOOOOOOOOO
1806,茂名,Q加·茂名大喜假日酒店,2021-02-17,酒店位置不错 热水供应也足 就是床有一股臭味 另外建议换一种拖鞋 拖鞋的胶臭味真的太浓了,2021-02-17,商务标准双人房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1807,茂名,凯里亚德酒店(茂名高铁站店),2021-02-18,1.喜欢。 2.早餐不错，品种多。 3.服务态度好，家人觉得很贴心。 4.有停车位。由于市区停车难，我们都是打车来往，距离景点短。,2021-02-18,荣享景观双床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1808,茂名,茂名海豚酒店,2021-02-19,还行，就是隔音还差点。,2021-02-19,标准大床房,OOOOOOOOOOO
1809,茂名,茂名熹龙国际大酒店,2021-02-20,酒店的环境、卫生、服务、设施、位置、价格是我住过的酒店中最好的，服务真是好，门口小哥主动帮你拿行里，办理入住，又帮你送到房间，有免费的停车场，位置在市区中心，后是广场，马路对面是商场步行街，早餐又比较丰富，这是我住过的性价比最高，服务最好，设施最豪华的酒店。,2021-02-20,零压豪华大床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1810,茂名,精途酒店(茂名高铁火车站店),2021-02-21,早餐还不错，有停车场，酒店位置在路边好找。,2021-02-21,标准大床房,OOOOOOOOOOOOOOOOOOOOO
1811,茂名,茂名国际大酒店,2021-02-22,干净卫生，地点好，楼下各种方便，下次还会再来。服务也是非常不错的。厕所干湿分区，这个是我非常满意的地方。,2021-02-22,豪华大床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1812,茂名,麗枫酒店(茂名电白万达广场店),2021-02-23,住的舒服，早餐丰富，前台服务态度特别好，有求必应！,2021-02-23,豪华双人房,OOOOOOOOOOOOOOOOOOOOOOOOO
1813,茂名,城市便捷酒店(茂名学府店),2021-02-24,附近的环境很安静、附近好多吃的，让在外的人，感受到了归家的感觉：旅馆环境真的很干净，各种设施齐全，这里有温馨如家的环境，前台服务也是很和善态度很好，还有那周到齐全的全天候服务。如果有机会，我还会来这里。 干净干净干净干净干净，重要的事情要说好几遍哦，这是我对这家这家旅馆最大的感触。,2021-02-24,商务单人间,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1814,茂名,轻住悦享酒店(茂名高铁南站店),2021-02-25,非常棒的一个酒店,2021-02-25,悦享大床房,OOOOOOOO
1815,茂名,茂名海豚酒店,2021-02-26,环境不错，交通方便。,2021-02-26,标准大床房,OOOOOOOOOO
1816,茂名,维也纳国际酒店(茂名电白店),2021-02-27,酒店所有工作人员的服务态度都很好，还帮忙赠送了早餐，酒店的早餐品种繁多，味道还可以，房间里撒了薯片客房阿姨也非常乐意帮忙清扫，走的时候遗漏了ipad也及时收到酒店前台的来电，帮忙叫顺丰寄了上来，下次回老家还要订这间酒店,2021-02-27,标准大床房(无窗),OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1817,茂名,茂名荔晶大酒店,2021-02-28,环境好，卫生服务态度好,2021-02-28,豪华双床房,OOOOOOOOOOO
1818,茂名,IU酒店(茂名人民南路油城大厦店),2021-03-01,性价比高，房间干净卫生，出行方便，停车方便，前台短发靓女服务态度好，下次还来。,2021-03-01,小U舒适大床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1819,茂名,茂名熹龙国际大酒店,2021-03-02,不过，位置很多，隔壁就是人民广场，对面就是步行街，酒吧街…氛围很棒,2021-03-02,豪华园景房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1820,茂名,麗枫酒店(茂名电白万达广场店),2021-03-03,服务态度很好很满意,2021-03-03,豪华大床房,OOOOOOOOO
1821,茂名,维也纳国际酒店(茂名电白店),2021-03-04,"如即往的满意!出差茂名电白,一定会选择维也 纳酒店,位置交通便利……服务人员态度不错 次一定会再选择",2021-03-04,豪华大床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1822,茂名,茂名鑫都宾馆,2021-03-05,很差劲，空调跟拖拉机似的，吵一夜。床上还有螨虫咬，被子有异味。不是定了不能退，勉强将就。Wifi 还不是每间客房独立，公共Wifi，不安全。连3星都不该上的评分，为什么会有4.1的总评？,2021-03-05,豪华大床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1823,茂名,凯里亚德酒店(茂名高铁站店),2021-03-06,1.位置挺好，周边环境不错。楼下便利店餐饮都有。 2.窗户隔音好，房间安静，住着舒服。 3.设备设施都挺好用。 4.装修设计很精致、房间格局好。 5.早餐还行。 6.酒店服务挺好。,2021-03-06,优享大床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1824,茂名,城市便捷酒店(茂名学府店),2021-03-07,还是不错的 但偶尔会有些噪音,2021-03-07,商务单人间,OOOOOOOOOOOOOO
1825,茂名,城市便捷酒店(茂名学府店),2021-03-08,还不错，整体来说还不错,2021-03-08,商务单人间,OOOOOOOOOOO
1826,茂名,茂名诚荟酒店,2021-03-09,离万达很近，吃饭逛街方便,2021-03-09,豪华大床房,OOOOOOOOOOOO
1827,茂名,轻住悦享酒店(茂名高铁南站店),2021-03-10,停车方便，有早餐价格经济很好,2021-03-10,悦享双床房,OOOOOOOOOOOOOO
1828,茂名,凯里亚德酒店(茂名高铁站店),2021-03-11,前台服务很棒，房间很大，配套齐全。,2021-03-11,轻享大床房,OOOOOOOOOOOOOOOOO
1829,茂名,轻住悦享酒店(茂名高铁南站店),2021-03-12,服务很好早餐好吃停车场很大，前台好像亲人一样热情棒棒哒,2021-03-12,悦享豪华大床房,OOOOOOOOOOOOOOOOOOOOOOOOOOO
1830,茂名,轻住悦享酒店(茂名高铁南站店),2021-03-13,非常好早餐好吃服务很好,2021-03-13,悦享大床房,OOOOOOOOOOO
1831,茂名,城市便捷酒店(茂名学府店),2021-03-14,总体还是可以的，环境不错，我是去考试住的，离学校很近，走路也就十多分钟，房间配套设施还是很齐全的，在酒店中算中上吧！,2021-03-14,标准单人间,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1832,茂名,IU酒店(茂名人民南路油城大厦店),2021-03-15,高低两个枕头 照顾顾客需要,2021-03-15,小U舒适大床房,OOOOOOOOOOOOO
1833,茂名,茂名万达广场雅斯特国际酒店,2021-03-16,挺方便的，一出门就是大马路,2021-03-16,豪华大床房,OOOOOOOOOOOOO
1834,茂名,茂名熹龙国际大酒店,2021-03-17,早餐丰盛、服务周到、设施齐全，水果+水吧+下午茶+宵夜粥……楼外环境很好，人民公园，每次来必住，值得选择。,2021-03-17,豪华园景房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1835,茂名,轻住悦享酒店(茂名高铁南站店),2021-03-18,非常棒服务很好停车场很大早餐好吃下次还会回来住,2021-03-18,悦享双床房,OOOOOOOOOOOOOOOOOOOOOOO
1836,茂名,城市便捷酒店(茂名学府店),2021-03-19,紧凑型，过得去吧，住的话靠近马路这边可能会安静睡得好些，靠学校有点吵,2021-03-19,特价商务单人房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1837,茂名,茂名名晟宾馆,2021-03-20,不错的。房间很整洁。,2021-03-20,标准单人间,OOOOOOOOOO
1838,茂名,麗枫酒店(茂名电白万达广场店),2021-03-21,酒店是今年新开的，设施较新也齐备，卫生也不错。酒店对面是万迖广场，购物方便；附近还有美食街，吃饭也方便。酒店门前和后院可停车，方便自驾者；当然离老城区较远。,2021-03-21,豪华大床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1839,茂名,城市便捷酒店(茂名学府店),2021-03-22,早餐中规中矩，能带孩子啊。,2021-03-22,商务单人间,OOOOOOOOOOOOO
1840,茂名,麗枫酒店(茂名电白万达广场店),2021-03-23,环境挺好的，走过去电白万达广场5分钟不用，房间设施齐全，干净。早餐是送到房间门口的，而且还不错。就是睡到早上6点多7点的时候不知道楼上还是楼下装修，一直在响，8点左右就没吵了，希望下次再入住没有这种情况了。,2021-03-23,豪华双人房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1841,茂名,麗枫酒店(茂名电白万达广场店),2021-03-24,前台接待人员热情周到,2021-03-24,豪华双人房,OOOOOOOOOO
1842,茂名,城市便捷酒店(茂名学府店),2021-03-25,位置好找，还行,2021-03-25,特价商务双人房,OOOOOOO
1843,茂名,茂名柏丽酒店,2021-03-26,环境一般，卫生还可以,2021-03-26,豪华单人房,OOOOOOOOOO
1844,茂名,茂名诚荟酒店,2021-03-27,什么都好就是隔音差点，隔壁是KTV不好睡觉,2021-03-27,豪华大床房,OOOOOOOOOOOOOOOOOOOOO
1845,茂名,城市便捷酒店(茂名学府店),2021-03-28,连锁的酒店，不错，很干净,2021-03-28,金墩双人间(无窗),OOOOOOOOOOOO
1846,茂名,凯里亚德酒店(茂名电白万达广场店),2021-03-29,不错，中间虽然出现了小插曲，前台马上进行了弥补，服务还是很棒的,2021-03-29,优享智能双床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1847,茂名,凯里亚德酒店(茂名高铁站店),2021-03-30,新开的酒店，用品都很新，前台服务也特别好。房间有烟味，前台小哥哥立马更换了其他房间，处理高效。推荐入住！,2021-03-30,优享双床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1848,茂名,茂名熹龙国际大酒店,2021-03-31,酒店卫生做得挺好！早餐挺丰盛的，也很卫生。服务特别好，细致周到，态度好！行李生特别好特别贴心。愉快的住宿体验,2021-03-31,商务房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1849,茂名,Q加·茂名大喜假日酒店,2021-04-01,房间宽大，特别是那个桌子方便，还有两把椅子可以坐着聊天比较舒服。楼下就能免费停车,2021-04-01,豪华双人房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1850,茂名,麗枫酒店(茂名电白万达广场店),2021-04-02,设施环境卫生还是挺不错的，房价在这种四五线小城市相对高了一点。不过商务出差的话性价比还是不错的。,2021-04-02,豪华大床房,OOOOOOOOOOOOOOOOOOOOOOBIOOOOOOOOOOOOOOOOOOOOOOOO
1851,茂名,茂名市便捷酒店(高铁火车站店),2021-04-03,各方面都可以，热水非常爽，就是没有电蚊香，晚上会有蚊子。周边挺……荒凉的，没什么好玩的。这个价钱我觉得没话说了，nice！,2021-04-03,标准大床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1852,茂名,凯里亚德酒店(茂名电白万达广场店),2021-04-04,地方好找，停车场大，干净卫生,2021-04-04,优享智能双床房,OOOOOOOOOOOOOO
1853,茂名,茂名御景国际大酒店,2021-04-05,不错性价比高舒服,2021-04-05,海景大床房,OOOOOOOO
1854,茂名,茂名御景国际大酒店,2021-04-06,回去过清明节定的 前年路过就想着后面要住 高速下来很快就到 酒店还有早茶和海鲜吃 很方便 价格也不贵,2021-04-06,花景双人房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOBIOBIOOOOOOOOOOO
1855,茂名,轻住悦享酒店(茂名高铁南站店),2021-04-07,非常好服务好早夕好吃,2021-04-07,悦享大床房,OOOOOOOOOO
1856,茂名,茂名御景国际大酒店,2021-04-08,回茂名依然选择这个酒店，服务很周到，环境也很完美，床品呀各方面都很舒服！隔音效果好，特别要给服务员好评，很不错,2021-04-08,海景大床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1857,茂名,轻住悦享酒店(茂名高铁南站店),2021-04-09,非常好酒店早餐好吃停车场很大,2021-04-09,悦享豪华大床房,OOOOOOOOOOOOOO
1858,茂名,凯里亚德酒店(茂名电白万达广场店),2021-04-10,非常好，环境好，停车场大,2021-04-10,轻享大床房,OOOOOOOOOOOO
1859,茂名,城市便捷酒店(茂名学府店),2021-04-11,过来这边考试，旁边的学校有时候会有点吵，其他时候是安静的。床好大好舒服呀，而且酒店的前台都很好人！！,2021-04-11,精选大床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1860,茂名,茂名御景国际大酒店,2021-04-12,酒店房间挺好，房型面积设备这些可以媲美部分五星，早餐环境一般，餐厅不大，餐食种类还行。总体来说性价比很高，推荐入住。 PS：不能加婴儿床,2021-04-12,海景大床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1861,茂名,茂名国际大酒店,2021-04-13,酒店卫生好！早餐非常丰富，床特别舒服！房间大，服务非常好！停车场大！近地铁口！周边生活非常方便！值得入住！,2021-04-13,豪华大床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1862,茂名,茂名熹龙国际大酒店,2021-04-14,出差来这里，酒店环境不错，房间很干净，早餐在西餐厅，品种很多，每天下午有水果或者小饮料，晚上有宵夜送到房间。服务员态度很好，主动帮忙拿行李。周边很繁华，餐厅很多。酒店下楼就是人民广场，可以走步，环境很好，值得来入住的。总之，很满意[Happy],2021-04-14,商务房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOBIOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1863,茂名,茂名诚荟酒店,2021-04-15,都很好下次再来,2021-04-15,豪华双人房,OOOOOOO
1864,茂名,Q加·茂名大喜假日酒店,2021-04-16,地理位置优越，停车方便，房间舒适干净，前台美女待客热情，非常棒！,2021-04-16,商务标准双人房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1865,茂名,茂名海豚酒店,2021-04-17,靠海滩挺近的，方便，送了停车费，还不错！,2021-04-17,标准双人房,OBIOOOOOOOOOOOOOOOOO
1866,茂名,凯里亚德酒店(茂名电白万达广场店),2021-04-18,酒店干净卫生舒适，早餐丰富，前台小姐姐服务热情,2021-04-18,轻享大床房,OOOOOOOOOOOOOOOOOOOOOOO
1867,茂名,茂名御景国际大酒店,2021-04-19,酒店房间新净舒适，性价比高。,2021-04-19,海景双人房,OOOOOOOOOOOOOO
1868,茂名,茂名海豚酒店,2021-04-20,位置好找，停车方便。房间很宽敞，床也很舒服，服务态度挺好，出门也很方便。挺适合我们这种经常性出差的人士！,2021-04-20,标准大床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1869,茂名,轻住悦享酒店(茂名高铁南站店),2021-04-21,很好服务很好早餐很好停车场很大,2021-04-21,悦享大床房,OOOOOOOOOOOOOOO
1870,茂名,茂名君怡酒店,2021-04-22,这个酒店在市中心位置，周边吃饭购物都很方便。每次路过必住，性价比很高。装修很好，房间里面配的物资档次不错，值得推荐,2021-04-22,海景大床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1871,茂名,轻住悦享酒店(茂名高铁南站店),2021-04-23,卫生干净整洁服务很好早餐好吃棒棒哒,2021-04-23,悦享大床房,OOOOOOOOOOOOOOOOO
1872,茂名,麗枫酒店(茂名电白万达广场店),2021-04-24,服务还可以，定了5间房，房间很大。二楼有餐厅可以用餐，价格合理。有免费停车场很方便。离万达很近，附近的早茶也多。,2021-04-24,豪华双人房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOBIOOO
1873,茂名,Q加·茂名大喜假日酒店,2021-04-25,服务态度超级好啊！而且房间很干净！挺齐全的！性价比来讲！真的挺推荐的！而且蛮安静的！就，好评！很棒！,2021-04-25,商务标准双人房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1874,茂名,凯里亚德酒店(茂名电白万达广场店),2021-04-26,感觉一般般，价格有点高了，所以看时段订房，有时有优惠，你的看法康复疗法克利夫兰，疯狂福利福利福利经典款,2021-04-26,优享智能双床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1875,茂名,麗枫酒店(茂名电白万达广场店),2021-04-27,酒店的位置赞一个，逛街看电影太方便啦，楼下就是万达广场！房间的设施也还行，前台服务很好，很快就办理完入住了，性价比很高,2021-04-27,豪华大床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1876,茂名,茂名诚荟酒店,2021-04-28,安静，舒适，服务到位,2021-04-28,豪华大床房,OOOOOOOOOO
1877,茂名,精途酒店(茂名高铁火车站店),2021-04-29,地下停车场很难停，楼上车位经常满位。铁路旁边，火车来往比较嘈杂。附近都是装饰建材，吃饭麻烦，附近只有家茶餐厅吃饭较贵。,2021-04-29,商务大床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1878,茂名,轻住悦享酒店(茂名高铁南站店),2021-04-30,酒店非常干净整洁，地理位置优越,2021-04-30,悦享大床房,OOOOOOOOOOOOOOO
1879,茂名,柏高酒店(茂名高铁站店),2021-05-01,酒店位置特别好，就在茂名高铁站对面。外观高档，房间简约奢华，卫生非常干净。虽然是新装修，但完全无装修的味道。酒店设有自助洗衣房，非常方便。门前有免费大型停车场，非常适合商务人士及自驾游出行。服务人员热情礼貌，非常nice。作为一位经常出差住酒店的人，在茂名我强烈推荐这家酒店。,2021-05-01,高级城景大床房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
1880,茂名,麗枫酒店(茂名电白万达广场店),2021-05-02,不错，离电白万达挺近的，出行比较方便，早餐是送到房间的，比较简单的早餐，吃的还可以，房间挺宽敞的，就是晚上睡觉隔音一般,2021-05-02,豪华双人房,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
