餐饮评论ID,城市,餐饮名称,评论日期,评论内容,标题,实体编码
7301,茂名,云南过桥米线（汇景店）,2021-10-11,此次用餐总体来说不错，觉得比较认可的地方有：环境、性价比、团购接待。,拉面系列2选1，提供免费WiFi,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
7302,茂名,法兰度航空主题餐厅（东汇城店）,2021-10-11,环境不错，味道可以,精品浪漫双人餐1份,OOOOOOOOO
7303,茂名,法兰度航空主题餐厅（东汇城店）,2021-10-11,很好的，吃了好多次了,精品浪漫双人餐1份,OOOOOOOOOO
7304,茂名,二月时光烘焙坊（华夏世纪花园店）,2021-10-11,还不错哦,4英寸网红盒子蛋糕1盒,OOOO
7305,茂名,贤合庄卤味火锅（电白万达店）,2021-10-11,味道非常好，吃了几次都不腻，口味合适，菜也十分新鲜，,23人午市宵夜火锅套餐,OOOOOOOOOOOOOOOOOOOOOOOOOO
7306,茂名,瀛食精致料理,2021-10-11,东西可以，价格贵点,大满足双人餐，提供免费WiFi,OOOOOOOOO
7307,茂名,椒王火锅（高州店）,2021-10-11,此次用餐总体来说不错，觉得比较认可的地方有：口味、服务、环境、团购接待。,可叠加，除饮料，酒水外全场通用,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
7308,茂名,泰哥茶档,2021-10-11,冰火菠萝油超级好吃,冰淇凌菠萝包套餐，建议单人使用,OOOOOOOOO
7309,茂名,泰哥茶档,2021-10-11,冰火菠萝油yyds,冰淇凌菠萝包套餐，建议单人使用,OOOOOOOOO
7310,茂名,椒王火锅（电白店）,2021-10-11,环境跟服务态度也不错很好吃有空都会和朋友一起吃,100元代金券1张，可叠加,OOOOOOOOOOOOOOOOOOOOOOO
7311,茂名,入火韩国烤肉（华侨城店）,2021-10-11,味道，环境一般般，服务还可以。,超值全天烤肉套餐，建议2-3人使用,OOOOOOOOOOOOOOO
7312,茂名,相聚时光（化州店）,2021-10-12,去了几次，菜品丰富，味道也好，价格适中，,牛肉肠仔披萨1份，可免费使用包间,OOOOOOOOOOOOOOOOOOOO
7313,茂名,法兰度航空主题餐厅（东汇城店）,2021-10-12,牛扒挺嫩的，环境一级棒，小姐姐服务贴心周到。,精品浪漫双人餐1份,OOOOOOOOOOOOOOOOOOOOOO
7314,茂名,二月时光烘焙坊（华夏世纪花园店）,2021-10-12,好好吃,4英寸网红盒子蛋糕1盒,OOO
7315,茂名,茶自点（文光店）,2021-10-12,很喜欢喝茶自点的泰绿，时常有活动！好评！,天然泰绿柠檬茶1杯,OOOOOOOOOOOOOOOOOOOO
7316,茂名,法兰度航空主题餐厅（东汇城店）,2021-10-12,真的是超级划算外加好吃的一个套餐。,精品浪漫双人餐1份,OOOOOOOOOOOOOOOOO
7317,茂名,二月时光烘焙坊（华夏世纪花园店）,2021-10-12,真喜欢,4英寸网红盒子蛋糕1盒,OOO
7318,茂名,围炉海鲜烤肉自助（金港湾店）,2021-10-12,肉类菜类品种确实很多，应该还算新鲜，然后可火锅可烤肉，挺好的，味道也可以，有烤好的肉如果懒得烤的话，然后还有甜点饮料那些，蛮多东西的，可以吃很多，不过建议在很饿的时候去吃，少喝饮料，不然感觉没吃多少就饱了(_),【学生】工作日午餐,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOBIBIOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOBIOOOOOOOOOOOOOOO
7319,茂名,帕拉图西餐酒廊（华侨城店）,2021-10-12,#套餐：超值 2-3 人餐你知道一个干饭人的尊严是什么吗？他的尊严肯定是冲过去尝到第一口啊，你要是说处对象，不好意思没空，但你要是说干饭我一定马上到，哈哈哈不错不错不错，光顾好多次了。好吃。,超值2-3人餐，提供免费WiFi,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
7320,茂名,椒王火锅（高州店）,2021-10-12,很满意的一次就餐体验，整体评价的话我觉得：性价比、口味、环境、团购接待、服务。,可叠加，除饮料，酒水外全场通用,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
7321,茂名,椒王火锅（高州店）,2021-10-12,很满意的一次就餐体验，整体评价的话我觉得：口味、服务、团购接待、环境。,可叠加，除饮料，酒水外全场通用,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
7322,茂名,付记·招牌酸菜鱼,2021-10-13,#套餐：招牌酸菜鱼+香米饭#肥牛#白菜【口味】好吃【性价比】【服务】【环境】#无骨酸菜鱼#白菜#牛肉丸#招牌酸菜鱼#无骨水煮鱼#爆汁小鱼丸#可口可乐罐#招牌酸菜鱼#招牌酸菜鱼#招牌酸菜鱼#招牌酸菜鱼#无骨水煮鱼,招牌酸菜鱼+香米饭1份，包间免费,OOOOOOOOOOOBIOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOBIOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
7323,茂名,法兰度航空主题餐厅（东汇城店）,2021-10-13,味道真不错。想来吃很久了，一直撞不上时间。牛肉好嫩。茂名吃过好多家牛肉了。这个比较好。环境跟态度也很好。下次还会再来的,精品浪漫双人餐1份,OOOOOOOOOOOOOOOOOOOOOBIOOOOOOOOOOBIOOOOOOOOOOOOOOOOOOOOOOOO
7324,茂名,爵士厚牛排自助餐馆（汇丰店）,2021-10-13,好吃,全部菜品2选1，有赠品,OO
7325,茂名,爵士厚牛排自助餐馆（汇丰店）,2021-10-13,好,全部菜品2选1，有赠品,O
7326,茂名,法兰度航空主题餐厅（东汇城店）,2021-10-13,环境不错，味道可以，知道推荐,精品浪漫双人餐1份,OOOOOOOOOOOOOO
7327,茂名,麦壳西点（开发区店）,2021-10-13,实惠好吃直得购买哦，,奥利奥蛋糕（微咸口）1个，约6英寸，圆型,OOOOOOOOOO
7328,茂名,帕拉图西餐酒廊（华侨城店）,2021-10-13,"环境还是可以的,服务人员的态度也挺好的，一进去就主动让我们坐窗边的位置，并不像评论里说的那样可怕，之前看了评论挺担心服务的。毕竟价钱摆在那里，要求食物很好吃是不大可能的了，不过整体而言还是很对得起价格的，值得试一试的。",超值2-3人餐，提供免费WiFi,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
7329,茂名,椒王火锅（高州店）,2021-10-13,很满意的一次就餐体验，整体评价的话我觉得：性价比、口味、团购接待、服务、环境。,可叠加，除饮料，酒水外全场通用,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
7330,茂名,围炉海鲜烤肉自助（金港湾店）,2021-10-13,海鲜不是很多，饮料也是很少品种，服务一般。,工作日午餐,BIOOOOOBIOOOOOOOOOOOO
7331,茂名,泰哥茶档,2021-10-13,买了好多次了，好好吃,冰淇凌菠萝包套餐，建议单人使用,OOOOOOOOOO
7332,茂名,椒王火锅（电白店）,2021-10-13,给力,50元代金券1张，仅限使用1张,OO
7333,茂名,真功夫（传湾新天地店）,2021-10-13,#套餐：元气竹丝鸡（乌鸡）汤+生菜王很好吃，很喜欢,元气竹丝鸡（乌鸡）汤+生菜王1份,OOOOOOOOOOOOOOOOOOOOOOOOO
7334,茂名,相聚时光（光明店）,2021-10-13,这次就餐整体感觉很赞，比较满意的方面有：团购接待、性价比。,超值单人套餐，提供免费WiFi,OOOOOOOOOOOOOOOOOOOOOOOOOOOOO
7335,茂名,相聚时光（化州店）,2021-10-14,环境很好，很舒服推荐推荐推荐推荐,主食4选1，提供免费WiFi,OOOOOOOOOOOOOOOO
7336,茂名,相聚时光（化州店）,2021-10-14,味道挺好的，份量多，，是休闲的好去处。,相聚时光纸上包鱼，建议2人使用，可免费使用包间,OOOOOOOOOOOOOOOOOOO
7337,茂名,相聚时光（化州店）,2021-10-14,服务很周到，味道很棒,相聚时光纸上包鱼，建议2人使用，可免费使用包间,OOOOOOOOOO
7338,茂名,友情有意音乐餐厅,2021-10-14,很好吃，味道不错，环境优雅，水果不错,豪华双人套餐，可免费使用包间,OOOOOOOOOOOOOOOOOO
7339,茂名,爵士厚牛排自助餐馆（汇丰店）,2021-10-14,口味口感都还不错，没吃过的朋友值得尝试,全部菜品2选1，有赠品,OOOOOOOOOOOOOOOOOOO
7340,茂名,麦壳西点（开发区店）,2021-10-14,很好吃！推荐！,女生花仙子蛋糕1个，约6英寸，圆形,OOOOOOO
7341,茂名,盛香烧鹅（东方市场店）,2021-10-14,这次就餐整体感觉很赞，比较满意的方面有：性价比、环境、服务、团购接待、口味。,主食3选1，有赠品,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
7342,茂名,椒王火锅（高州店）,2021-10-14,这次就餐整体感觉很赞，比较满意的方面有：口味、服务、环境、性价比、团购接待。,可叠加，除饮料，酒水外全场通用,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
7343,茂名,泰哥茶档,2021-10-14,泰哥茶档招牌纸从红色变成蓝色了，吸管也变成蓝色，塑料杯身偏薄了，拿起来比较柔软。但是口感不变，冰淇淋菠萝包口味也不变，好好吃。,冰淇凌菠萝包套餐，建议单人使用,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOBIIOOOOOOOOOO
7344,茂名,冲天香鸭粥店（光华北店）,2021-10-14,这里的粥很好好,2-3人鸭粥套餐,OOOOOOO
7345,茂名,相聚时光（化州店）,2021-10-15,这次就餐整体感觉很赞，比较满意的方面有：口味、环境、性价比、服务、团购接待。,相聚时光纸上包鱼，建议2人使用，可免费使用包间,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
7346,茂名,相聚时光（化州店）,2021-10-15,味道还不错，如果能上点新口味 就更好,单人套餐，提供免费WiFi,OOOOOOOOOOOOOOOOOO
7347,茂名,三两粉（茂名东汇城店）,2021-10-15,不得不说这是我在茂名吃过最好吃的粉了，土猪肉也比较新鲜，肉质鲜嫩，配上长沙该有的鲜辣，吃得我热泪盈眶！(PS：我只是点微辣而已)，小姐姐也说可以不加辣，但是我还觉得还是要加，不然不正宗了#套餐：经典单人超值套餐,经典单人超值套餐,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
7348,茂名,相聚时光（化州店）,2021-10-15,好，很好，常吃,相聚时光纸上包鱼，建议2人使用，可免费使用包间,OOOOOOO
7349,茂名,相聚时光（化州店）,2021-10-15,很好吃,相聚时光纸上包鱼，建议2人使用，可免费使用包间,OOO
7350,茂名,相聚时光（化州店）,2021-10-15,好吃,牛肉肠仔披萨1份，可免费使用包间,OO
7351,茂名,麦当劳（明湖店）,2021-10-15,此次用餐总体来说不错，觉得比较认可的地方有：口味。薯条不错,可盐可甜甜蜜小食下午茶套餐1份,OOOOOOOOOOOOOOOOOOOOOOOOOBIOO
7352,茂名,草原郎烤羊,2021-10-15,吃完拉了两天肚子，东西不卫生.,现烤羊肉乌苏套餐，建议4人使用,OOOOOOOOOOOOOOO
7353,茂名,帕拉图西餐酒廊（华侨城店）,2021-10-15,#套餐：超值 2-3 人餐口味大众化：在品种和风味上实行了多样化，可以满足不同食客的需求；再加上几十种不同的味碟的调配，其适应性更加广泛，适合大众化之口味。制作精细：从调味的选用必须是上乘外，汤料的熬制，原料的加工，味碟的配备，菜品的摆放，烫食的艺术都十分的讲究有道理。,超值2-3人餐，提供免费WiFi,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
7354,茂名,帕拉图西餐酒廊（华侨城店）,2021-10-15,老牌西餐厅，环境尚可，价格公道，这是一间我从小学跟父母吃到现在的一间西餐厅。童叟无欺值得推荐值得信赖值得分享。加油继续保持下去，最后我想说的是，帕拉图YYDS，也借此机会许愿希望能找到自己合适的伴侣再带她吃一次帕拉图。,超值2-3人餐，提供免费WiFi,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
7355,茂名,十七门重庆老火锅（电白万达店）,2021-10-15,这次就餐整体感觉很赞，比较满意的方面有：口味、服务。,100元代金券1张，可叠加2张,OOOOOOOOOOOOOOOOOOOOOOOOOO
7356,茂名,泰哥茶档,2021-10-15,冰火菠萝包味道都可以，上面这层好脆，奶茶挺奈斯,冰淇凌菠萝包套餐，建议单人使用,OOBIIOOOOOOOOOOOOOOOOOO
7357,茂名,小乔紫菜卷（小乔店）,2021-10-15,味道好，老板也非常热情，孩子喜欢吃。,紫菜肉松卷1份，提供免费WiFi,OOOOOOOOOOOOOOOOOO
7358,茂名,油校西餐厅（光遇·油校光华校区店）,2021-10-15,不错#套餐：单人黑椒鸡扒套餐还可以,单人黑椒鸡扒套餐,OOOOOOOOOOOOOOOOO
7359,茂名,入火韩国烤肉（华侨城店）,2021-10-15,此次用餐总体来说不错，觉得比较认可的地方有：口味。,100元代金券1张，可叠加2张,OOOOOOOOOOOOOOOOOOOOOOOOO
7360,茂名,相聚时光（化州店）,2021-10-16,赞,单人套餐，提供免费WiFi,O
7361,茂名,云南过桥米线（汇景店）,2021-10-16,美刺来吃都是粉汤都见底一点不留,云南小锅米线1份,OOOOOOOOOOOOOOO
7362,茂名,二月时光烘焙坊（华夏世纪花园店）,2021-10-16,比想象中的还要大个，挺好吃的，芒果真的好多好多，还有一个是奥利奥的，没有拍到图，就给吃了奶油有点腻，但芒果刚好解腻，中和了。店家是个小哥哥，我还以为是小姐姐的哈哈哈哈。盒子也好好看，还有小贴纸，面包有点点硬，不过挺好吃的,4英寸网红盒子蛋糕1盒,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOBIOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOBIOOOOOOOOOOO
7363,茂名,塔斯汀中国汉堡（民主店）,2021-10-16,好吃是好吃，里面的肉都还没有熟呢,板烧凤梨中国汉堡单人餐1份,OOOOOOOOOOOOOOOO
7364,茂名,贤合庄卤味火锅（电白万达店）,2021-10-16,这服务，确实没得说，推荐推荐推荐,鸭血（可与代金券一起用）1份,OOOOOOOOOOOOOOOO
7365,茂名,椒王火锅（高州店）,2021-10-16,此次用餐总体来说不错，觉得比较认可的地方有：口味、服务、团购接待、环境、性价比。,可叠加，除饮料，酒水外全场通用,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
7366,茂名,椒王火锅（高州店）,2021-10-16,这次就餐整体感觉很赞，比较满意的方面有：性价比、口味、环境、团购接待、服务。,可叠加，除饮料，酒水外全场通用,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
7367,茂名,椒王火锅（高州店）,2021-10-16,很满意的一次就餐体验，整体评价的话我觉得：口味、环境、团购接待、服务。,可叠加，除饮料，酒水外全场通用,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
7368,茂名,围炉海鲜烤肉自助（金港湾店）,2021-10-16,#套餐：【学生】晚餐/节假日全天菜品可以很多种类，生蚝等了好久才吃两个，唯一不足的地方就是没有卫生间,【学生】晚餐/节假日全天,OOOOOOOOOOOOOOOOOOOOOOOOOBIOOOOOOOOOOOOOOOOOOOOOOO
7369,茂名,围炉海鲜烤肉自助（金港湾店）,2021-10-16,一般般，没有螃蟹也没有皮皮虾，很失望，那个烤肉盘我真的是醉了，烤两个小时只烤熟了一盘，火力不行啊。,【学生】晚餐/节假日全天,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
7370,茂名,围炉海鲜烤肉自助（金港湾店）,2021-10-16,品种挺多的，但是呢，个人感觉味道真滴一般。。。,【学生】工作日午餐,OOOOOOOOOOOOOOOOOOOOOOO
7371,茂名,椒王火锅（电白店）,2021-10-16,收茶位费还收调料费，就这两样加起来，都可以点两个菜了，菜的分量1一般，，就是太贵,100元代金券1张，可叠加,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
7372,茂名,椒王火锅（电白店）,2021-10-16,一般般，东西份量不是太多，不划算,100元代金券1张，可叠加,OOOOOOOOOOOOOOOO
7373,茂名,冲天香鸭粥店（光华北店）,2021-10-16,这次就餐整体感觉很赞，比较满意的方面有：口味赞、性价比高、环境优雅、服务细致、团购接待好。,2-3人鸭粥套餐,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
7374,茂名,友情有意音乐餐厅,2021-10-17,烤鱼真的不推荐，吃着有泥味的感觉。还点了小炒牛肉，建议热的时候吃，凉了就很硬了。服务很一般，加了米粉催了两次都没上。有个朋友带了充电器在包包问服务员有没有充电口，说没有，让租充电宝，这么大一个店没有插电扣，笑死人。,青江鱼烤鱼套餐（包含配菜）口味：香辣-蒜香-酸菜1份,OOOOOOOOOOOOOOOOOOOOBIBIOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
7375,茂名,付记·招牌酸菜鱼,2021-10-17,#套餐：招牌酸菜鱼+香米饭还不错，鱼肉很滑#豆芽#招牌酸菜鱼#白菜#豆炸【口味】酸辣感很好，汤配饭，绝配，一口汤，一口饭，一口鱼肉加豆芽，还可以加饭【性价比】很不错，值得推荐【服务】很好，上菜也很快，赞赞,招牌酸菜鱼+香米饭1份，包间免费,OOOOOOOOOOOBIOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
7376,茂名,付记·招牌酸菜鱼,2021-10-17,#套餐：招牌酸菜鱼+香米饭汤汁好喝，鱼肉滑，酸菜入味米饭香,招牌酸菜鱼+香米饭1份，包间免费,OOOOOOOOOOOBIOOOOOOOOOOOOOBIO
7377,茂名,爵士厚牛排自助餐馆（汇丰店）,2021-10-17,菜品要增加了。有时候太晚就很少东西,火焰牛排1份，有赠品,OOOOOOOOOOOOOOOOO
7378,茂名,麦壳西点（开发区店）,2021-10-17,好多芒果，新鲜的水果,芒果蛋糕1个，约6英寸，圆形,OOOOOOOOOO
7379,茂名,贤合庄卤味火锅（电白万达店）,2021-10-17,#套餐：45人午市宵夜火锅套餐好好味，小姐姐，服务态度好，汤底很很合口味了。还有个鸳鸯锅到了个番茄锅；但是很好吃好啦。,45人午市宵夜火锅套餐,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
7380,茂名,江渔儿酸菜鱼（高州店）,2021-10-17,偏贵了，感觉不值得了，桂花冰粉超级好吃,除酒水外全场通用,OOOOOOOOOOOOOOOOOOO
7381,茂名,盛香烧鹅（东方市场店）,2021-10-17,#套餐：主食 3 选 1#套餐：主食 3 选 1#烧鸭饭#套餐：主食 3 选 1#套餐：主食 3 选 1#套餐：主食 3 选 1#套餐：主食 3 选 1#套餐：主食 3 选 1#套餐：主食 3 选 1【口味】很不错【环境】还可以【服务】还可以【性价比】很不错还挺受欢迎的，上菜也很快。,主食3选1，有赠品,OOOOOOOOOOOOOOOOOOOOOOOOOBIIOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
7382,茂名,帕拉图西餐酒廊（华侨城店）,2021-10-17,柏拉图遇见他，味道很挑起味蕾，味道棒棒哒，牛排很好吃，符合我的口味，就连口味很挑剔的他，吃完表示好吃，说下次再带我来吃，下次还会再来，味道还棒棒，店里环境也是老式样子，很有情怀，很有气氛，慢慢的，很是惬意,周年庆限时抢购，建议2人使用,OOOOOOOOOOOOOOOOOOOOOBIOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
7383,茂名,椒王火锅（高州店）,2021-10-17,此次用餐总体来说不错，觉得比较认可的地方有：口味、环境、团购接待、服务、性价比。,可叠加，除饮料，酒水外全场通用,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
7384,茂名,围炉海鲜烤肉自助（金港湾店）,2021-10-17,总体来说还是可以的，食材也不错，价格略贵,晚餐/节假日全天,OOOOOOOOOOOOOOOOOOOO
7385,茂名,顺德火焰醉鹅坊（站北五路店）,2021-10-17,真的很好吃,2人醉鹅火锅套餐,OOOOO
7386,茂名,帕拉图西餐酒廊（华侨城店）,2021-10-17,性价比高，建议晚上过去！两个人女同志吃不完！一个套餐,超值2-3人餐，提供免费WiFi,OOOOOOOOOOOOOOOOOOOOOOOOOO
7387,茂名,优悦西餐厅（维斯顿店）,2021-10-17,味道很不错，全吃完了，服务员服务也比较周到，以后还会再来。,豪华2人扒餐，提供免费WiFi,OOOOOOOOOOOOOOOOOOOOOOOOOOOOO
7388,茂名,优悦西餐厅（维斯顿店）,2021-10-17,饮料好喝的都没了，点了玉米汁，难喝死。牛扒特别小，也好意思收50多,豪华2人扒餐，提供免费WiFi,BIOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
7389,茂名,泰哥茶档,2021-10-17,很满意的一次就餐体验，整体评价的话我觉得：口味、服务、环境、性价比、团购接待。,港式菠萝包1份，提供免费WiFi,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
7390,茂名,小乔紫菜卷（小乔店）,2021-10-17,#套餐：紫菜肉松卷很多很好吃！,紫菜肉松卷1份，提供免费WiFi,OOOOOOBIOOOOOOO
7391,茂名,真功夫（传湾新天地店）,2021-10-17,还可以啦，美团优惠一些团购价优惠一点。,冬(香)菇鸡腿肉饭+四季猪骨汤+香滑蒸蛋+生菜王1份,OOOOOOOOOOOOOOOOOOO
7392,茂名,贵族自助牛排餐厅（华侨城店）,2021-10-17,儿童餐一般，牛排还可以，自助没什么吃的，主要还是牛排。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。,贵族自助牛排套餐，建议单人使用,OOOOOOBIOOOOOOOOOOOOOOOOBIOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
7393,茂名,肯德基（茂名官渡店）,2021-10-17,很满意的一次就餐体验，整体评价的话我觉得：环境。,咖啡奶茶随心选兑换券1份,OOOOOOOOOOOOOOOOOOOOOOOO
7394,茂名,喜姐炸串（新天地店）,2021-10-17,服务很好，店里很干净，最喜欢吃这家炸串,炸鸡乐享桶，建议单人使用,OOOOOOOOOOOOOOOOOOO
7395,茂名,入火韩国烤肉（华侨城店）,2021-10-17,东西挺好吃，就是有人在旁边不习惯，其他都挺好，服务也不错,豪华海陆空全天套餐，建议3-4人使用,OOOOOOOOOOOOOOOOOOOOOOOOOOOO
7396,茂名,周黑鸭（东汇城店）,2021-10-18,周黑鸭的山胡椒鸭翅不错不错还有鸭脖，莲藕，毛豆都很好吃就在川口食堂寿司和料理店旁边,卤鸭翅【中盒】宝藏山胡椒味1次,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOBIOOOOOO
7397,茂名,周黑鸭（东汇城店）,2021-10-18,好吃好吃好吃好吃每次来东汇城都要去周黑鸭买吃的比绝味干净卫生好吃,卤莲藕【小盒】1盒，仅限自提，不提供配送,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
7398,茂名,三两粉（茂名东汇城店）,2021-10-18,环境不错，服务员态度挺好的，肉米粉吃的不错,土鸡蛋炒肉饭1份,OOOOOOOOOOOOOOOOOOOOO
7399,茂名,法兰度航空主题餐厅（东汇城店）,2021-10-18,環境挺溫馨很有航空機廠的感覺，菜品也挺好的！推薦,精品浪漫双人餐1份,OOOOOOOOOOOOOOOOOOOOOOOO
7400,茂名,二月时光烘焙坊（华夏世纪花园店）,2021-10-18,性格比高，服务好，海盐口味的比水果口味的好吃。,海盐奥利奥奶油水果蛋糕1个，约8英寸，圆形,OOOOOOOOOOOOOOOOOOOOOOO
7401,茂名,法兰度航空主题餐厅（东汇城店）,2021-10-18,上菜快 味道中和 坏境优美 总结不错值得来,精品浪漫双人餐1份,OOOOOOOOOOOOOOOOOOOOO
7402,茂名,二月时光烘焙坊（华夏世纪花园店）,2021-10-18,颜值和味道都很不错，忘记拍照了,八英寸水果蛋糕1个，约8英寸，圆形,OOOOOOOOOOOOOOO
7403,茂名,二月时光烘焙坊（华夏世纪花园店）,2021-10-18,好吃，,六英寸简约风1个，约6英寸，圆形,OOO
7404,茂名,法兰度航空主题餐厅（东汇城店）,2021-10-18,都OK,精品浪漫双人餐1份,OOO
7405,茂名,麦壳西点（开发区店）,2021-10-18,蛋糕很好吃，味道不错，小孩一个人都吃完两块，店家服务态度很好，下次还会再买，祝老板生意兴隆！,芒果蛋糕1个，约6英寸，圆形,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
7406,茂名,麦当劳（明湖店）,2021-10-18,一般吧，没有想象中的好吃。，，，，，,甜品站山茶花风味麦旋风（草莓味）1份,OOOOOOOOOOOOOOOOOO
7407,茂名,椒王火锅（高州店）,2021-10-18,都很好！,可叠加，除饮料，酒水外全场通用,OOOO
7408,茂名,围炉海鲜烤肉自助（金港湾店）,2021-10-18,服务态度真的吐了，真的没见过服务态度这么差的自助餐，食物不新鲜！！！还随便说你浪费，不退押金，价格还贵，服了！！！绝对不会再去了，垃圾！！！,【学生】晚餐/节假日全天,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
7409,茂名,十七门重庆老火锅（电白万达店）,2021-10-18,很满意的一次就餐体验，整体评价的话我觉得：服务。,100元代金券1张，可叠加2张,OOOOOOOOOOOOOOOOOOOOOOOO
7410,茂名,油校西餐厅（光遇·油校光华校区店）,2021-10-18,此次用餐总体来说不错，觉得比较认可的地方有：环境。,四人铁板扒套餐，提供免费WiFi,OOOOOOOOOOOOOOOOOOOOOOOOO
7411,茂名,悦创小鹅鹅桂林米粉（双山一路店）,2021-10-19,环境好，美团吃吃还可以，味道一般。,招牌锅烧桂林米粉1份，包间免费,OOOOOOOOOOOOOOOOO
7412,茂名,大赞∙炙烧寿司（万达广场店）,2021-10-19,东西可以  就是到付太小   多几个人没地方做了  出品还是可以的,超人气欢聚4人餐,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
7413,茂名,源丰唐茶楼（电白万达广场店）,2021-10-19,东西一般般价格也不便宜  环境一般 。还好吧,100元代金券1张，可叠加2张,OOOOOOOOOOOOOOOOOOOOOO
7414,茂名,法兰度航空主题餐厅（东汇城店）,2021-10-19,环境服务特别好,精品浪漫双人餐1份,OOOOOOO
7415,茂名,煲珠霸（中山路店）,2021-10-19,好吃,双皮奶1份，提供免费WiFi,OO
7416,茂名,麦壳西点（开发区店）,2021-10-19,好吃好看又平价不错滴哈哈哈,奥利奥蛋糕（微咸口）1个，约6英寸，圆型,OOOOOOOOOOOOO
